STATISTIC	Statistic Label	TLIST(A1)	Year	C02873V03456	Type of Admission	C02842V03416	Health Service Executive Area	C02922V03531	Marital Status	UNIT	VALUE
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	"Rate per 100,000 Pop."	453
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	"Rate per 100,000 Pop."	428
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	"Rate per 100,000 Pop."	356
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	"Rate per 100,000 Pop."	502
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	"Rate per 100,000 Pop."	1142
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X02	HSE-Dublin/North-East	-	All marital status	"Rate per 100,000 Pop."	449
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X02	HSE-Dublin/North-East	1	Single	"Rate per 100,000 Pop."	410
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X02	HSE-Dublin/North-East	2	Married	"Rate per 100,000 Pop."	349
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X02	HSE-Dublin/North-East	3	Widowed	"Rate per 100,000 Pop."	462
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X02	HSE-Dublin/North-East	5	Divorced	"Rate per 100,000 Pop."	1364
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X02	HSE-Dublin/North-East	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X03	HSE-South	-	All marital status	"Rate per 100,000 Pop."	508
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X03	HSE-South	1	Single	"Rate per 100,000 Pop."	540
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X03	HSE-South	2	Married	"Rate per 100,000 Pop."	346
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X03	HSE-South	3	Widowed	"Rate per 100,000 Pop."	488
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X03	HSE-South	5	Divorced	"Rate per 100,000 Pop."	1125
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X03	HSE-South	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X04	HSE-West	-	All marital status	"Rate per 100,000 Pop."	489
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X04	HSE-West	1	Single	"Rate per 100,000 Pop."	500
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X04	HSE-West	2	Married	"Rate per 100,000 Pop."	342
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X04	HSE-West	3	Widowed	"Rate per 100,000 Pop."	464
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X04	HSE-West	5	Divorced	"Rate per 100,000 Pop."	915
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X04	HSE-West	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X06	Non-residents	-	All marital status	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X06	Non-residents	1	Single	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X06	Non-residents	2	Married	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X06	Non-residents	3	Widowed	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X06	Non-residents	5	Divorced	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X06	Non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X23	All HSE areas incl. non-residents	-	All marital status	"Rate per 100,000 Pop."	476
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X23	All HSE areas incl. non-residents	1	Single	"Rate per 100,000 Pop."	470
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X23	All HSE areas incl. non-residents	2	Married	"Rate per 100,000 Pop."	350
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X23	All HSE areas incl. non-residents	3	Widowed	"Rate per 100,000 Pop."	482
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X23	All HSE areas incl. non-residents	5	Divorced	"Rate per 100,000 Pop."	1139
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	-	All admissions	X23	All HSE areas incl. non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	"Rate per 100,000 Pop."	135
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	"Rate per 100,000 Pop."	121
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	"Rate per 100,000 Pop."	116
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	"Rate per 100,000 Pop."	151
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	"Rate per 100,000 Pop."	254
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X02	HSE-Dublin/North-East	-	All marital status	"Rate per 100,000 Pop."	136
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X02	HSE-Dublin/North-East	1	Single	"Rate per 100,000 Pop."	118
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X02	HSE-Dublin/North-East	2	Married	"Rate per 100,000 Pop."	124
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X02	HSE-Dublin/North-East	3	Widowed	"Rate per 100,000 Pop."	132
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X02	HSE-Dublin/North-East	5	Divorced	"Rate per 100,000 Pop."	314
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X02	HSE-Dublin/North-East	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X03	HSE-South	-	All marital status	"Rate per 100,000 Pop."	151
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X03	HSE-South	1	Single	"Rate per 100,000 Pop."	154
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X03	HSE-South	2	Married	"Rate per 100,000 Pop."	112
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X03	HSE-South	3	Widowed	"Rate per 100,000 Pop."	146
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X03	HSE-South	5	Divorced	"Rate per 100,000 Pop."	226
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X03	HSE-South	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X04	HSE-West	-	All marital status	"Rate per 100,000 Pop."	137
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X04	HSE-West	1	Single	"Rate per 100,000 Pop."	126
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X04	HSE-West	2	Married	"Rate per 100,000 Pop."	116
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X04	HSE-West	3	Widowed	"Rate per 100,000 Pop."	142
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X04	HSE-West	5	Divorced	"Rate per 100,000 Pop."	277
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X04	HSE-West	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X06	Non-residents	-	All marital status	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X06	Non-residents	1	Single	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X06	Non-residents	2	Married	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X06	Non-residents	3	Widowed	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X06	Non-residents	5	Divorced	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X06	Non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X23	All HSE areas incl. non-residents	-	All marital status	"Rate per 100,000 Pop."	141
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X23	All HSE areas incl. non-residents	1	Single	"Rate per 100,000 Pop."	131
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X23	All HSE areas incl. non-residents	2	Married	"Rate per 100,000 Pop."	117
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X23	All HSE areas incl. non-residents	3	Widowed	"Rate per 100,000 Pop."	144
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X23	All HSE areas incl. non-residents	5	Divorced	"Rate per 100,000 Pop."	269
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2009	2009	1	First admissions	X23	All HSE areas incl. non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	"Rate per 100,000 Pop."	440
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	"Rate per 100,000 Pop."	416
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	"Rate per 100,000 Pop."	345
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	"Rate per 100,000 Pop."	556
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	"Rate per 100,000 Pop."	1142
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X02	HSE-Dublin/North-East	-	All marital status	"Rate per 100,000 Pop."	447
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X02	HSE-Dublin/North-East	1	Single	"Rate per 100,000 Pop."	405
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X02	HSE-Dublin/North-East	2	Married	"Rate per 100,000 Pop."	345
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X02	HSE-Dublin/North-East	3	Widowed	"Rate per 100,000 Pop."	295
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X02	HSE-Dublin/North-East	5	Divorced	"Rate per 100,000 Pop."	1479
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X02	HSE-Dublin/North-East	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X03	HSE-South	-	All marital status	"Rate per 100,000 Pop."	497
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X03	HSE-South	1	Single	"Rate per 100,000 Pop."	534
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X03	HSE-South	2	Married	"Rate per 100,000 Pop."	343
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X03	HSE-South	3	Widowed	"Rate per 100,000 Pop."	427
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X03	HSE-South	5	Divorced	"Rate per 100,000 Pop."	1022
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X03	HSE-South	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X04	HSE-West	-	All marital status	"Rate per 100,000 Pop."	463
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X04	HSE-West	1	Single	"Rate per 100,000 Pop."	491
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X04	HSE-West	2	Married	"Rate per 100,000 Pop."	305
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X04	HSE-West	3	Widowed	"Rate per 100,000 Pop."	438
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X04	HSE-West	5	Divorced	"Rate per 100,000 Pop."	832
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X04	HSE-West	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X06	Non-residents	-	All marital status	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X06	Non-residents	1	Single	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X06	Non-residents	2	Married	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X06	Non-residents	3	Widowed	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X06	Non-residents	5	Divorced	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X06	Non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X23	All HSE areas incl. non-residents	-	All marital status	"Rate per 100,000 Pop."	463
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X23	All HSE areas incl. non-residents	1	Single	"Rate per 100,000 Pop."	462
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X23	All HSE areas incl. non-residents	2	Married	"Rate per 100,000 Pop."	336
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X23	All HSE areas incl. non-residents	3	Widowed	"Rate per 100,000 Pop."	439
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X23	All HSE areas incl. non-residents	5	Divorced	"Rate per 100,000 Pop."	1122
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	-	All admissions	X23	All HSE areas incl. non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	"Rate per 100,000 Pop."	137
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	"Rate per 100,000 Pop."	126
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	"Rate per 100,000 Pop."	113
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	"Rate per 100,000 Pop."	190
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	"Rate per 100,000 Pop."	243
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X02	HSE-Dublin/North-East	-	All marital status	"Rate per 100,000 Pop."	164
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X02	HSE-Dublin/North-East	1	Single	"Rate per 100,000 Pop."	142
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X02	HSE-Dublin/North-East	2	Married	"Rate per 100,000 Pop."	136
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X02	HSE-Dublin/North-East	3	Widowed	"Rate per 100,000 Pop."	87
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X02	HSE-Dublin/North-East	5	Divorced	"Rate per 100,000 Pop."	414
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X02	HSE-Dublin/North-East	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X03	HSE-South	-	All marital status	"Rate per 100,000 Pop."	151
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X03	HSE-South	1	Single	"Rate per 100,000 Pop."	152
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X03	HSE-South	2	Married	"Rate per 100,000 Pop."	120
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X03	HSE-South	3	Widowed	"Rate per 100,000 Pop."	160
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X03	HSE-South	5	Divorced	"Rate per 100,000 Pop."	265
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X03	HSE-South	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X04	HSE-West	-	All marital status	"Rate per 100,000 Pop."	137
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X04	HSE-West	1	Single	"Rate per 100,000 Pop."	136
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X04	HSE-West	2	Married	"Rate per 100,000 Pop."	108
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X04	HSE-West	3	Widowed	"Rate per 100,000 Pop."	140
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X04	HSE-West	5	Divorced	"Rate per 100,000 Pop."	202
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X04	HSE-West	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X06	Non-residents	-	All marital status	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X06	Non-residents	1	Single	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X06	Non-residents	2	Married	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X06	Non-residents	3	Widowed	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X06	Non-residents	5	Divorced	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X06	Non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X23	All HSE areas incl. non-residents	-	All marital status	"Rate per 100,000 Pop."	148
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X23	All HSE areas incl. non-residents	1	Single	"Rate per 100,000 Pop."	139
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X23	All HSE areas incl. non-residents	2	Married	"Rate per 100,000 Pop."	119
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X23	All HSE areas incl. non-residents	3	Widowed	"Rate per 100,000 Pop."	149
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X23	All HSE areas incl. non-residents	5	Divorced	"Rate per 100,000 Pop."	280
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2010	2010	1	First admissions	X23	All HSE areas incl. non-residents	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X01	HSE-Dublin/Mid-Leinster	-	All marital status	"Rate per 100,000 Pop."	398
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X01	HSE-Dublin/Mid-Leinster	1	Single	"Rate per 100,000 Pop."	406
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X01	HSE-Dublin/Mid-Leinster	2	Married	"Rate per 100,000 Pop."	367
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X01	HSE-Dublin/Mid-Leinster	3	Widowed	"Rate per 100,000 Pop."	538
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X01	HSE-Dublin/Mid-Leinster	5	Divorced	"Rate per 100,000 Pop."	1114
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X01	HSE-Dublin/Mid-Leinster	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X02	HSE-Dublin/North-East	-	All marital status	"Rate per 100,000 Pop."	396
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X02	HSE-Dublin/North-East	1	Single	"Rate per 100,000 Pop."	384
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X02	HSE-Dublin/North-East	2	Married	"Rate per 100,000 Pop."	303
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X02	HSE-Dublin/North-East	3	Widowed	"Rate per 100,000 Pop."	388
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X02	HSE-Dublin/North-East	5	Divorced	"Rate per 100,000 Pop."	1433
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X02	HSE-Dublin/North-East	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X03	HSE-South	-	All marital status	"Rate per 100,000 Pop."	444
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X03	HSE-South	1	Single	"Rate per 100,000 Pop."	503
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X03	HSE-South	2	Married	"Rate per 100,000 Pop."	309
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X03	HSE-South	3	Widowed	"Rate per 100,000 Pop."	425
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X03	HSE-South	5	Divorced	"Rate per 100,000 Pop."	1281
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X03	HSE-South	9	Unknown	"Rate per 100,000 Pop."	
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X04	HSE-West	-	All marital status	"Rate per 100,000 Pop."	415
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X04	HSE-West	1	Single	"Rate per 100,000 Pop."	479
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X04	HSE-West	2	Married	"Rate per 100,000 Pop."	289
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X04	HSE-West	3	Widowed	"Rate per 100,000 Pop."	424
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X04	HSE-West	5	Divorced	"Rate per 100,000 Pop."	810
HRA23C2	"Hospital Admissions (Rate per 100,000 Pop.)"	2011	2011	-	All admissions	X04	HSE-West	9	Unknown	"Rate per 100,000 Pop."	
